,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
6,HA694,대구,1,1,763,2017년
7,HA694,울산,-,-,-,2017년
8,HA694,경기,7,8,"6,211",2017년
9,HA694,강원,-,-,-,2017년
10,HA694,충북,-,-,-,2017년
11,HA694,전북,-,-,-,2017년
12,HA694,경북,-,-,-,2017년
13,HA694,경남,1,1,872,2017년
14,HA694,제주,-,-,-,2017년
2,HA694,계,42,44,"38,872",2018년
3,HA694,서울,22,23,"20,908",2018년
4,HA694,부산,2,2,"2,128",2018년
5,HA694,인천,2,2,"1,837",2018년
6,HA694,대구,1,1,793,2018년
7,HA694,울산,-,-,-,2018년
8,HA694,경기,15,16,"13,205",2018년
9,HA694,강원,-,-,-,2018년
10,HA694,충북,-,-,-,2018년
11,HA694,전북,-,-,-,2018년
12,HA694,경북,-,-,-,2018년
13,HA694,경남,-,-,-,2018년
14,HA694,제주,-,-,-,2018년
2,HA694,계,25,26,"24,069",2019년
3,HA694,서울,15,16,"14,977",2019년
4,HA694,부산,-,-,-,2019년
5,HA694,인천,2,2,"1,851",2019년
6,HA694,대구,1,1,881,2019년
7,HA694,울산,-,-,-,2019년
8,HA694,경기,6,6,"5,390",2019년
9,HA694,강원,-,-,-,2019년
10,HA694,충북,-,-,-,2019년
11,HA694,전북,-,-,-,2019년
12,HA694,경북,-,-,-,2019년
13,HA694,경남,1,1,970,2019년
14,HA694,제주,-,-,-,2019년
2,HA694,계,41,46,"41,226",2020년
3,HA694,서울,26,30,"27,740",2020년
4,HA694,부산,-,-,-,2020년
5,HA694,인천,-,-,-,2020년
6,HA694,대구,3,3,"2,774",2020년
7,HA694,울산,-,-,-,2020년
8,HA694,경기,11,12,"9,780",2020년
9,HA694,강원,-,-,-,2020년
10,HA694,충북,-,-,-,2020년
11,HA694,전북,-,-,-,2020년
12,HA694,경북,1,1,932,2020년
13,HA694,경남,-,-,-,2020년
14,HA694,제주,-,-,-,2020년
2,HA694,계,47,49,"49,452",2021년
3,HA694,서울,34,35,"36,598",2021년
4,HA694,부산,-,-,-,2021년
5,HA694,인천,2,2,"2,276",2021년
6,HA694,대구,1,1,925,2021년
7,HA694,울산,-,-,-,2021년
8,HA694,경기,8,8,"7,598",2021년
9,HA694,강원,-,-,-,2021년
10,HA694,충북,1,1,516,2021년
11,HA694,전북,1,2,"1,540",2021년
12,HA694,경북,-,-,-,2021년
13,HA694,경남,-,-,-,2021년
14,HA694,제주,-,-,-,2021년
2,HA724,계,"1,981","2,803","391,066",2010년
3,HA724,서울,"1,099","1,444","201,942",2010년
4,HA724,부산,35,58,"8,366",2010년
5,HA724,인천,166,272,"38,814",2010년
6,HA724,대구,-,-,-,2010년
7,HA724,대전,37,28,"5,292",2010년
8,HA724,울산,154,241,"32,413",2010년
9,HA724,경기,220,322,"44,225",2010년
10,HA724,충북,50,86,"11,869",2010년
11,HA724,충남,-,-,-,2010년
12,HA724,전북,186,250,"34,703",2010년
13,HA724,전남,16,30,"3,992",2010년
14,HA724,경북,27,70,"9,450",2010년
15,HA724,경남,-,-,-,2010년
2,HA724,계,"1,935","2,708","434,786",2011년
3,HA724,서울,"1,029","1,318","213,517",2011년
4,HA724,부산,30,44,"7,267",2011년
5,HA724,인천,159,249,"42,444",2011년
6,HA724,대구,-,-,-,2011년
7,HA724,대전,56,46,"10,926",2011년
8,HA724,울산,170,281,"43,600",2011년
9,HA724,경기,217,362,"52,105",2011년
10,HA724,충북,55,83,"13,175",2011년
11,HA724,충남,-,-,-,2011년
12,HA724,전북,188,240,"38,631",2011년
13,HA724,전남,14,23,"3,537",2011년
14,HA724,경북,22,62,"9,584",2011년
15,HA724,경남,-,-,-,2011년
2,HA724,계,"1,897","2,619","465,578",2012년
3,HA724,서울,"1,022","1,287","235,170",2012년
4,HA724,부산,26,42,"7,579",2012년
5,HA724,인천,160,247,"46,655",2012년
6,HA724,대구,-,-,-,2012년
7,HA724,대전,56,49,"12,823",2012년
8,HA724,울산,173,264,"47,389",2012년
9,HA724,경기,189,384,"50,492",2012년
10,HA724,충북,52,70,"12,842",2012년
11,HA724,충남,1,1,372,2012년
12,HA724,전북,189,220,"42,404",2012년
13,HA724,전남,14,15,"2,611",2012년
14,HA724,경북,21,40,"7,056",2012년
15,HA724,경남,1,1,186,2012년
2,HA724,계,"1,836","2,543","469,484",2013년
3,HA724,서울,997,"1,269","238,203",2013년
4,HA724,부산,24,33,"6,015",2013년
5,HA724,인천,189,290,"55,901",2013년
6,HA724,대구,-,-,-,2013년
7,HA724,대전,82,72,"24,387",2013년
8,HA724,울산,203,327,"59,995",2013년
9,HA724,경기,220,397,"52,896",2013년
10,HA724,충북,47,62,"11,752",2013년
11,HA724,충남,-,-,-,2013년
12,HA724,전북,35,22,"7,384",2013년
13,HA724,전남,25,32,"5,841",2013년
14,HA724,경북,19,39,"7,112",2013년
15,HA724,경남,-,-,-,2013년
2,HA724,계,"1,816","2,468","480,816",2014년
3,HA724,서울,918,"1,196","231,504",2014년
4,HA724,부산,23,23,"4,497",2014년
5,HA724,인천,181,280,"55,332",2014년
6,HA724,대구,-,-,-,2014년
7,HA724,대전,66,60,"19,150",2014년
8,HA724,울산,201,286,"54,522",2014년
9,HA724,경기,299,448,"79,857",2014년
10,HA724,충북,43,72,"13,917",2014년
11,HA724,충남,9,9,"1,585",2014년
12,HA724,전북,24,15,"5,213",2014년
13,HA724,전남,35,45,"8,366",2014년
14,HA724,경북,19,34,"6,686",2014년
15,HA724,경남,1,0,186,2014년
2,HA724,계,"1,222","1,515","300,943",2015년
3,HA724,서울,591,707,"142,847",2015년
4,HA724,부산,13,14,"2,846",2015년
5,HA724,인천,173,222,"44,664",2015년
6,HA724,대구,1,1,197,2015년
7,HA724,대전,11,6,"2,053",2015년
8,HA724,울산,191,266,"52,248",2015년
9,HA724,경기,148,160,"29,412",2015년
10,HA724,충북,25,29,"5,690",2015년
11,HA724,충남,31,44,"7,876",2015년
12,HA724,전북,8,6,"1,560",2015년
13,HA724,전남,18,26,"4,922",2015년
14,HA724,경북,13,34,"6,628",2015년
15,HA724,경남,-,-,-,2015년
2,HA724,계,"1,001","1,141","229,597",2016년
3,HA724,서울,488,516,"103,574",2016년
4,HA724,부산,15,14,"2,924",2016년
5,HA724,인천,197,253,"53,117",2016년
6,HA724,대구,-,-,-,2016년
7,HA724,대전,2,2,577,2016년
8,HA724,울산,140,153,"30,915",2016년
9,HA724,경기,129,144,"26,871",2016년
10,HA724,충북,1,1,200,2016년
11,HA724,충남,8,9,"1,628",2016년
12,HA724,전북,-,-,-,2016년
13,HA724,전남,9,13,"2,497",2016년
14,HA724,경북,13,37,"7,295",2016년
15,HA724,경남,-,-,-,2016년
2,HA724,계,782,902,"185,857",2017년
3,HA724,서울,376,379,"78,207",2017년
4,HA724,부산,9,10,"1,988",2017년
5,HA724,인천,199,282,"58,714",2017년
6,HA724,대구,1,1,204,2017년
7,HA724,대전,4,4,765,2017년
8,HA724,울산,76,79,"16,146",2017년
9,HA724,경기,77,79,"16,225",2017년
10,HA724,충북,-,-,-,2017년
11,HA724,충남,14,17,"3,169",2017년
12,HA724,전북,-,-,-,2017년
13,HA724,전남,13,16,"3,159",2017년
14,HA724,경북,13,36,"7,280",2017년
15,HA724,경남,-,-,-,2017년
2,HA724,계,878,989,"208,922",2018년
3,HA724,서울,433,444,"95,527",2018년
4,HA724,부산,20,22,"4,562",2018년
5,HA724,인천,212,289,"61,987",2018년
6,HA724,대구,-,-,-,2018년
7,HA724,대전,6,6,"1,141",2018년
8,HA724,울산,75,76,"15,855",2018년
9,HA724,경기,89,96,"18,739",2018년
10,HA724,충북,-,-,-,2018년
11,HA724,충남,14,16,"3,100",2018년
12,HA724,전북,2,2,413,2018년
13,HA724,전남,15,21,"4,314",2018년
14,HA724,경북,12,18,"3,285",2018년
15,HA724,경남,-,-,-,2018년
2,HA724,계,925,"1,068","236,108",2019년
3,HA724,서울,541,610,"136,080",2019년
4,HA724,부산,12,14,"3,653",2019년
5,HA724,인천,194,242,"53,886",2019년
6,HA724,대구,-,-,-,2019년
7,HA724,대전,2,2,408,2019년
8,HA724,울산,65,65,"13,775",2019년
9,HA724,경기,71,65,"15,720",2019년
10,HA724,충북,-,-,-,2019년
11,HA724,충남,27,37,"7,463",2019년
12,HA724,전북,-,-,-,2019년
13,HA724,전남,9,14,"2,985",2019년
14,HA724,경북,5,19,"2,138",2019년
15,HA724,경남,-,-,-,2019년
2,HA724,계,279,310,"65,673",2020년
3,HA724,서울,20,36,"4,895",2020년
4,HA724,부산,16,17,"3,803",2020년
5,HA724,인천,59,59,"13,506",2020년
6,HA724,대구,-,-,-,2020년
7,HA724,대전,3,6,662,2020년
8,HA724,울산,61,61,"13,414",2020년
9,HA724,경기,86,74,"19,426",2020년
10,HA724,충북,-,-,-,2020년
11,HA724,충남,25,32,"6,660",2020년
12,HA724,전북,-,-,-,2020년
13,HA724,전남,2,3,662,2020년
14,HA724,경북,7,23,"2,647",2020년
15,HA724,경남,-,-,-,2020년
2,HA724,계,317,362,"79,242",2021년
3,HA724,서울,19,39,"4,272",2021년
4,HA724,부산,7,7,"1,792",2021년
5,HA724,인천,83,83,"19,274",2021년
6,HA724,대구,-,-,-,2021년
7,HA724,대전,-,-,-,2021년
8,HA724,울산,60,60,"13,828",2021년
9,HA724,경기,77,68,"17,638",2021년
10,HA724,충북,-,-,-,2021년
11,HA724,충남,44,66,"13,947",2021년
12,HA724,전북,-,-,-,2021년
13,HA724,전남,12,18,"4,018",2021년
14,HA724,경북,15,20,"4,472",2021년
15,HA724,경남,-,-,-,2021년
2,HI135,계,"64,062","56,852","11,890,202",2018년
3,HI135,서울,"10,895","9,910","2,040,219",2018년
4,HI135,부산,"5,460","4,874","1,044,276",2018년
5,HI135,인천,"2,338","2,137","439,605",2018년
6,HI135,대구,"5,337","4,880","1,031,820",2018년
7,HI135,광주,"3,444","3,166","676,109",2018년
8,HI135,대전,"2,073","1,603","350,600",2018년
9,HI135,울산,"1,663","1,346","282,602",2018년
10,HI135,경기,"13,906","12,319","2,587,585",2018년
11,HI135,강원,"1,488","1,307","236,262",2018년
12,HI135,충북,"1,682","1,522","322,837",2018년
13,HI135,충남,"1,389","1,261","262,001",2018년
14,HI135,전북,"2,619","2,167","467,818",2018년
15,HI135,전남,"2,205","2,133","439,896",2018년
16,HI135,경북,"3,068","2,951","587,253",2018년
17,HI135,경남,"6,163","4,934","1,046,262",2018년
18,HI135,제주,426,340,"74,596",2018년
19,HI135,세종,2,2,461,2018년
2,HI135,계,"618,090","569,247","118,649,241",2019년
3,HI135,서울,"127,524","114,911","24,085,998",2019년
4,HI135,부산,"50,734","47,277","10,068,031",2019년
5,HI135,인천,"24,777","23,411","4,729,883",2019년
6,HI135,대구,"51,058","50,238","10,319,594",2019년
7,HI135,광주,"31,209","29,375","6,235,623",2019년
8,HI135,대전,"19,053","14,796","3,254,214",2019년
9,HI135,울산,"12,358","11,197","2,305,591",2019년
10,HI135,경기,"121,333","111,635","23,196,475",2019년
11,HI135,강원,"16,055","14,810","2,867,456",2019년
12,HI135,충북,"18,509","18,282","3,764,164",2019년
13,HI135,충남,"13,282","12,342","2,584,739",2019년
14,HI135,전북,"24,671","21,755","4,654,142",2019년
15,HI135,전남,"22,818","22,174","4,568,904",2019년
16,HI135,경북,"26,248","25,764","5,141,275",2019년
17,HI135,경남,"58,049","48,128","10,181,977",2019년
18,HI135,제주,"3,962","2,974","654,655",2019년
19,HI135,세종,177,177,"36,520",2019년
2,HI135,계,"586,836","544,002","112,366,761",2020년
3,HI135,서울,"132,096","116,620","24,378,774",2020년
4,HI135,부산,"45,747","42,529","9,117,721",2020년
5,HI135,인천,"21,730","21,763","4,294,607",2020년
6,HI135,대구,"46,870","44,685","9,584,430",2020년
7,HI135,광주,"31,407","30,537","6,368,825",2020년
8,HI135,대전,"16,016","13,431","2,751,494",2020년
9,HI135,울산,"11,697","10,300","2,162,878",2020년
10,HI135,경기,"114,207","107,533","21,596,367",2020년
11,HI135,강원,"14,845","14,145","2,620,314",2020년
12,HI135,충북,"15,707","15,050","3,149,387",2020년
13,HI135,충남,"11,784","10,444","2,243,180",2020년
14,HI135,전북,"23,889","21,764","4,696,457",2020년
15,HI135,전남,"21,883","21,031","4,396,556",2020년
16,HI135,경북,"24,589","23,826","4,759,118",2020년
17,HI135,경남,"53,048","46,276","9,344,984",2020년
18,HI135,제주,"4,292","3,332","739,300",2020년
19,HI135,세종,879,737,"162,369",2020년
2,HI135,계,"660,160","615,540","128,815,218",2021년
3,HI135,서울,"140,008","125,204","26,251,243",2021년
4,HI135,부산,"49,372","45,707","9,985,884",2021년
5,HI135,인천,"24,627","24,851","4,940,142",2021년
6,HI135,대구,"57,054","54,020","11,835,885",2021년
7,HI135,광주,"34,672","33,470","7,212,975",2021년
8,HI135,대전,"17,052","15,019","3,051,143",2021년
9,HI135,울산,"12,026","10,189","2,183,087",2021년
10,HI135,경기,"135,756","129,396","26,214,180",2021년
11,HI135,강원,"16,252","15,713","3,018,207",2021년
12,HI135,충북,"16,344","16,053","3,338,634",2021년
13,HI135,충남,"13,802","12,312","2,707,021",2021년
14,HI135,전북,"26,609","24,836","5,430,579",2021년
15,HI135,전남,"24,416","23,694","5,051,166",2021년
16,HI135,경북,"35,284","30,703","6,363,689",2021년
17,HI135,경남,"53,983","48,591","9,933,182",2021년
18,HI135,제주,"4,130","3,363","753,768",2021년
19,HI135,세종,"3,088","2,418","544,430",2021년
2,HI135,계,"64,062","56,852","11,890,202",2018년
3,HI135,서울,"10,895","9,910","2,040,219",2018년
4,HI135,부산,"5,460","4,874","1,044,276",2018년
5,HI135,인천,"2,338","2,137","439,605",2018년
6,HI135,대구,"5,337","4,880","1,031,820",2018년
7,HI135,광주,"3,444","3,166","676,109",2018년
8,HI135,대전,"2,073","1,603","350,600",2018년
9,HI135,울산,"1,663","1,346","282,602",2018년
10,HI135,경기,"13,906","12,319","2,587,585",2018년
11,HI135,강원,"1,488","1,307","236,262",2018년
12,HI135,충북,"1,682","1,522","322,837",2018년
13,HI135,충남,"1,389","1,261","262,001",2018년
14,HI135,전북,"2,619","2,167","467,818",2018년
15,HI135,전남,"2,205","2,133","439,896",2018년
16,HI135,경북,"3,068","2,951","587,253",2018년
17,HI135,경남,"6,163","4,934","1,046,262",2018년
18,HI135,제주,426,340,"74,596",2018년
19,HI135,세종,2,2,461,2018년
2,HI135,계,"618,090","569,247","118,649,241",2019년
3,HI135,서울,"127,524","114,911","24,085,998",2019년
4,HI135,부산,"50,734","47,277","10,068,031",2019년
5,HI135,인천,"24,777","23,411","4,729,883",2019년
6,HI135,대구,"51,058","50,238","10,319,594",2019년
7,HI135,광주,"31,209","29,375","6,235,623",2019년
8,HI135,대전,"19,053","14,796","3,254,214",2019년
9,HI135,울산,"12,358","11,197","2,305,591",2019년
10,HI135,경기,"121,333","111,635","23,196,475",2019년
11,HI135,강원,"16,055","14,810","2,867,456",2019년
12,HI135,충북,"18,509","18,282","3,764,164",2019년
13,HI135,충남,"13,282","12,342","2,584,739",2019년
14,HI135,전북,"24,671","21,755","4,654,142",2019년
15,HI135,전남,"22,818","22,174","4,568,904",2019년
16,HI135,경북,"26,248","25,764","5,141,275",2019년
17,HI135,경남,"58,049","48,128","10,181,977",2019년
18,HI135,제주,"3,962","2,974","654,655",2019년
19,HI135,세종,177,177,"36,520",2019년
2,HI135,계,"586,836","544,002","112,366,761",2020년
3,HI135,서울,"132,096","116,620","24,378,774",2020년
4,HI135,부산,"45,747","42,529","9,117,721",2020년
5,HI135,인천,"21,730","21,763","4,294,607",2020년
6,HI135,대구,"46,870","44,685","9,584,430",2020년
7,HI135,광주,"31,407","30,537","6,368,825",2020년
8,HI135,대전,"16,016","13,431","2,751,494",2020년
9,HI135,울산,"11,697","10,300","2,162,878",2020년
10,HI135,경기,"114,207","107,533","21,596,367",2020년
11,HI135,강원,"14,845","14,145","2,620,314",2020년
12,HI135,충북,"15,707","15,050","3,149,387",2020년
13,HI135,충남,"11,784","10,444","2,243,180",2020년
14,HI135,전북,"23,889","21,764","4,696,457",2020년
15,HI135,전남,"21,883","21,031","4,396,556",2020년
16,HI135,경북,"24,589","23,826","4,759,118",2020년
17,HI135,경남,"53,048","46,276","9,344,984",2020년
18,HI135,제주,"4,292","3,332","739,300",2020년
19,HI135,세종,879,737,"162,369",2020년
2,HI135,계,"660,160","615,540","128,815,218",2021년
3,HI135,서울,"140,008","125,204","26,251,243",2021년
4,HI135,부산,"49,372","45,707","9,985,884",2021년
5,HI135,인천,"24,627","24,851","4,940,142",2021년
6,HI135,대구,"57,054","54,020","11,835,885",2021년
7,HI135,광주,"34,672","33,470","7,212,975",2021년
8,HI135,대전,"17,052","15,019","3,051,143",2021년
9,HI135,울산,"12,026","10,189","2,183,087",2021년
10,HI135,경기,"135,756","129,396","26,214,180",2021년
11,HI135,강원,"16,252","15,713","3,018,207",2021년
12,HI135,충북,"16,344","16,053","3,338,634",2021년
13,HI135,충남,"13,802","12,312","2,707,021",2021년
14,HI135,전북,"26,609","24,836","5,430,579",2021년
15,HI135,전남,"24,416","23,694","5,051,166",2021년
16,HI135,경북,"35,284","30,703","6,363,689",2021년
17,HI135,경남,"53,983","48,591","9,933,182",2021년
18,HI135,제주,"4,130","3,363","753,768",2021년
19,HI135,세종,"3,088","2,418","544,430",2021년
2,HI135,계,"64,062","56,852","11,890,202",2018년
3,HI135,서울,"10,895","9,910","2,040,219",2018년
4,HI135,부산,"5,460","4,874","1,044,276",2018년
5,HI135,인천,"2,338","2,137","439,605",2018년
6,HI135,대구,"5,337","4,880","1,031,820",2018년
7,HI135,광주,"3,444","3,166","676,109",2018년
8,HI135,대전,"2,073","1,603","350,600",2018년
9,HI135,울산,"1,663","1,346","282,602",2018년
10,HI135,경기,"13,906","12,319","2,587,585",2018년
11,HI135,강원,"1,488","1,307","236,262",2018년
12,HI135,충북,"1,682","1,522","322,837",2018년
13,HI135,충남,"1,389","1,261","262,001",2018년
14,HI135,전북,"2,619","2,167","467,818",2018년
15,HI135,전남,"2,205","2,133","439,896",2018년
16,HI135,경북,"3,068","2,951","587,253",2018년
17,HI135,경남,"6,163","4,934","1,046,262",2018년
18,HI135,제주,426,340,"74,596",2018년
19,HI135,세종,2,2,461,2018년
2,HI135,계,"618,090","569,247","118,649,241",2019년
3,HI135,서울,"127,524","114,911","24,085,998",2019년
4,HI135,부산,"50,734","47,277","10,068,031",2019년
5,HI135,인천,"24,777","23,411","4,729,883",2019년
6,HI135,대구,"51,058","50,238","10,319,594",2019년
7,HI135,광주,"31,209","29,375","6,235,623",2019년
8,HI135,대전,"19,053","14,796","3,254,214",2019년
9,HI135,울산,"12,358","11,197","2,305,591",2019년
10,HI135,경기,"121,333","111,635","23,196,475",2019년
11,HI135,강원,"16,055","14,810","2,867,456",2019년
12,HI135,충북,"18,509","18,282","3,764,164",2019년
13,HI135,충남,"13,282","12,342","2,584,739",2019년
14,HI135,전북,"24,671","21,755","4,654,142",2019년
15,HI135,전남,"22,818","22,174","4,568,904",2019년
16,HI135,경북,"26,248","25,764","5,141,275",2019년
17,HI135,경남,"58,049","48,128","10,181,977",2019년
18,HI135,제주,"3,962","2,974","654,655",2019년
19,HI135,세종,177,177,"36,520",2019년
2,HI135,계,"586,836","544,002","112,366,761",2020년
3,HI135,서울,"132,096","116,620","24,378,774",2020년
4,HI135,부산,"45,747","42,529","9,117,721",2020년
5,HI135,인천,"21,730","21,763","4,294,607",2020년
6,HI135,대구,"46,870","44,685","9,584,430",2020년
7,HI135,광주,"31,407","30,537","6,368,825",2020년
8,HI135,대전,"16,016","13,431","2,751,494",2020년
9,HI135,울산,"11,697","10,300","2,162,878",2020년
10,HI135,경기,"114,207","107,533","21,596,367",2020년
11,HI135,강원,"14,845","14,145","2,620,314",2020년
12,HI135,충북,"15,707","15,050","3,149,387",2020년
13,HI135,충남,"11,784","10,444","2,243,180",2020년
14,HI135,전북,"23,889","21,764","4,696,457",2020년
15,HI135,전남,"21,883","21,031","4,396,556",2020년
16,HI135,경북,"24,589","23,826","4,759,118",2020년
17,HI135,경남,"53,048","46,276","9,344,984",2020년
18,HI135,제주,"4,292","3,332","739,300",2020년
19,HI135,세종,879,737,"162,369",2020년
2,HI135,계,"660,160","615,540","128,815,218",2021년
3,HI135,서울,"140,008","125,204","26,251,243",2021년
4,HI135,부산,"49,372","45,707","9,985,884",2021년
5,HI135,인천,"24,627","24,851","4,940,142",2021년
6,HI135,대구,"57,054","54,020","11,835,885",2021년
7,HI135,광주,"34,672","33,470","7,212,975",2021년
8,HI135,대전,"17,052","15,019","3,051,143",2021년
9,HI135,울산,"12,026","10,189","2,183,087",2021년
10,HI135,경기,"135,756","129,396","26,214,180",2021년
11,HI135,강원,"16,252","15,713","3,018,207",2021년
12,HI135,충북,"16,344","16,053","3,338,634",2021년
13,HI135,충남,"13,802","12,312","2,707,021",2021년
14,HI135,전북,"26,609","24,836","5,430,579",2021년
15,HI135,전남,"24,416","23,694","5,051,166",2021년
16,HI135,경북,"35,284","30,703","6,363,689",2021년
17,HI135,경남,"53,983","48,591","9,933,182",2021년
18,HI135,제주,"4,130","3,363","753,768",2021년
19,HI135,세종,"3,088","2,418","544,430",2021년
2,HI136,계,"28,439","16,693","3,435,081",2018년
3,HI136,서울,"5,698","3,766","679,537",2018년
4,HI136,부산,"1,909","1,070","234,493",2018년
5,HI136,인천,"1,524",960,"198,236",2018년
6,HI136,대구,"1,945","1,167","253,245",2018년
7,HI136,광주,804,407,"84,860",2018년
8,HI136,대전,458,293,"63,064",2018년
9,HI136,울산,100,51,"10,696",2018년
10,HI136,경기,"8,027","4,477","960,602",2018년
11,HI136,강원,208,182,"27,336",2018년
12,HI136,충북,987,659,"145,270",2018년
13,HI136,충남,"1,327",802,"160,346",2018년
14,HI136,전북,"1,515",773,"174,375",2018년
15,HI136,전남,637,339,"70,568",2018년
16,HI136,경북,"1,776",906,"195,938",2018년
17,HI136,경남,"1,266",682,"142,456",2018년
18,HI136,제주,279,157,"34,057",2018년
19,HI136,세종,-,-,-,2018년
2,HI136,계,"289,372","176,094","35,309,835",2019년
3,HI136,서울,"63,652","41,552","7,699,588",2019년
4,HI136,부산,"17,229","10,037","2,175,009",2019년
5,HI136,인천,"15,750","10,240","2,101,910",2019년
6,HI136,대구,"19,553","13,230","2,574,151",2019년
7,HI136,광주,"10,133","5,269","1,104,510",2019년
8,HI136,대전,"6,701","3,972","869,293",2019년
9,HI136,울산,"1,416",734,"151,035",2019년
10,HI136,경기,"72,867","44,168","8,884,496",2019년
11,HI136,강원,"3,835","2,596","474,062",2019년
12,HI136,충북,"9,710","5,608","1,142,786",2019년
13,HI136,충남,"10,375","6,565","1,340,033",2019년
14,HI136,전북,"17,096","9,172","1,983,615",2019년
15,HI136,전남,"7,316","3,880","804,168",2019년
16,HI136,경북,"17,081","9,326","1,971,515",2019년
17,HI136,경남,"14,863","8,253","1,706,317",2019년
18,HI136,제주,"2,620","1,492","327,348",2019년
19,HI136,세종,-,-,-,2019년
2,HI136,계,"264,537","160,130","32,352,383",2020년
3,HI136,서울,"64,981","41,218","7,956,094",2020년
4,HI136,부산,"13,711","7,860","1,709,450",2020년
5,HI136,인천,"14,153","9,010","1,816,526",2020년
6,HI136,대구,"13,844","8,262","1,787,965",2020년
7,HI136,광주,"8,771","4,592","961,628",2020년
8,HI136,대전,"6,677","3,900","847,611",2020년
9,HI136,울산,"1,136",585,"125,725",2020년
10,HI136,경기,"65,699","41,861","8,115,846",2020년
11,HI136,강원,"3,853","3,144","457,561",2020년
12,HI136,충북,"9,023","4,943","1,058,767",2020년
13,HI136,충남,"9,478","5,703","1,259,004",2020년
14,HI136,전북,"16,138","8,441","1,870,189",2020년
15,HI136,전남,"7,032","3,810","801,946",2020년
16,HI136,경북,"15,136","8,083","1,753,513",2020년
17,HI136,경남,"12,593","7,011","1,452,556",2020년
18,HI136,제주,"2,553","1,445","319,340",2020년
19,HI136,세종,521,264,"58,661",2020년
2,HI136,계,"273,271","166,735","34,217,181",2021년
3,HI136,서울,"68,119","42,921","8,480,323",2021년
4,HI136,부산,"13,568","7,796","1,738,925",2021년
5,HI136,인천,"14,145","8,832","1,832,116",2021년
6,HI136,대구,"13,328","8,056","1,785,955",2021년
7,HI136,광주,"8,138","4,305","910,704",2021년
8,HI136,대전,"7,087","4,333","950,640",2021년
9,HI136,울산,"1,177",622,"138,381",2021년
10,HI136,경기,"73,338","47,338","9,319,481",2021년
11,HI136,강원,"4,270","3,546","514,111",2021년
12,HI136,충북,"9,645","5,333","1,156,727",2021년
13,HI136,충남,"11,398","6,877","1,547,736",2021년
14,HI136,전북,"17,011","8,869","1,994,445",2021년
15,HI136,전남,"7,391","4,006","866,216",2021년
16,HI136,경북,"9,200","4,903","1,073,595",2021년
17,HI136,경남,"12,087","6,754","1,403,892",2021년
18,HI136,제주,"2,650","1,473","330,581",2021년
19,HI136,세종,"1,496",770,"173,353",2021년
2,HI136,계,"28,439","16,693","3,435,081",2018년
3,HI136,서울,"5,698","3,766","679,537",2018년
4,HI136,부산,"1,909","1,070","234,493",2018년
5,HI136,인천,"1,524",960,"198,236",2018년
6,HI136,대구,"1,945","1,167","253,245",2018년
7,HI136,광주,804,407,"84,860",2018년
8,HI136,대전,458,293,"63,064",2018년
9,HI136,울산,100,51,"10,696",2018년
10,HI136,경기,"8,027","4,477","960,602",2018년
11,HI136,강원,208,182,"27,336",2018년
12,HI136,충북,987,659,"145,270",2018년
13,HI136,충남,"1,327",802,"160,346",2018년
14,HI136,전북,"1,515",773,"174,375",2018년
15,HI136,전남,637,339,"70,568",2018년
16,HI136,경북,"1,776",906,"195,938",2018년
17,HI136,경남,"1,266",682,"142,456",2018년
18,HI136,제주,279,157,"34,057",2018년
19,HI136,세종,-,-,-,2018년
2,HI136,계,"289,372","176,094","35,309,835",2019년
3,HI136,서울,"63,652","41,552","7,699,588",2019년
4,HI136,부산,"17,229","10,037","2,175,009",2019년
5,HI136,인천,"15,750","10,240","2,101,910",2019년
6,HI136,대구,"19,553","13,230","2,574,151",2019년
7,HI136,광주,"10,133","5,269","1,104,510",2019년
8,HI136,대전,"6,701","3,972","869,293",2019년
9,HI136,울산,"1,416",734,"151,035",2019년
10,HI136,경기,"72,867","44,168","8,884,496",2019년
11,HI136,강원,"3,835","2,596","474,062",2019년
12,HI136,충북,"9,710","5,608","1,142,786",2019년
13,HI136,충남,"10,375","6,565","1,340,033",2019년
14,HI136,전북,"17,096","9,172","1,983,615",2019년
15,HI136,전남,"7,316","3,880","804,168",2019년
16,HI136,경북,"17,081","9,326","1,971,515",2019년
17,HI136,경남,"14,863","8,253","1,706,317",2019년
18,HI136,제주,"2,620","1,492","327,348",2019년
19,HI136,세종,-,-,-,2019년
2,HI136,계,"264,537","160,130","32,352,383",2020년
3,HI136,서울,"64,981","41,218","7,956,094",2020년
4,HI136,부산,"13,711","7,860","1,709,450",2020년
5,HI136,인천,"14,153","9,010","1,816,526",2020년
6,HI136,대구,"13,844","8,262","1,787,965",2020년
7,HI136,광주,"8,771","4,592","961,628",2020년
8,HI136,대전,"6,677","3,900","847,611",2020년
9,HI136,울산,"1,136",585,"125,725",2020년
10,HI136,경기,"65,699","41,861","8,115,846",2020년
11,HI136,강원,"3,853","3,144","457,561",2020년
12,HI136,충북,"9,023","4,943","1,058,767",2020년
13,HI136,충남,"9,478","5,703","1,259,004",2020년
14,HI136,전북,"16,138","8,441","1,870,189",2020년
15,HI136,전남,"7,032","3,810","801,946",2020년
16,HI136,경북,"15,136","8,083","1,753,513",2020년
17,HI136,경남,"12,593","7,011","1,452,556",2020년
18,HI136,제주,"2,553","1,445","319,340",2020년
19,HI136,세종,521,264,"58,661",2020년
