,코드,요양기관소재지구분,환자수,총사용량,진료금액,년도
5,KK031,인천,13,26,214,2012년
6,KK031,대구,"1,326","1,410","12,484",2012년
7,KK031,광주,7,9,77,2012년
8,KK031,대전,9,11,96,2012년
9,KK031,울산,6,6,51,2012년
10,KK031,경기,"3,971","4,626","39,257",2012년
11,KK031,강원,142,145,"1,274",2012년
12,KK031,충북,239,249,"2,131",2012년
13,KK031,충남,3,4,33,2012년
14,KK031,전북,22,32,258,2012년
15,KK031,전남,-,-,-,2012년
16,KK031,경북,12,12,101,2012년
17,KK031,경남,6,7,59,2012년
18,KK031,제주,-,-,-,2012년
19,KK031,세종,-,-,-,2012년
2,KK031,계,"5,487","6,381","55,777",2013년
3,KK031,서울,502,770,"6,925",2013년
4,KK031,부산,9,16,137,2013년
5,KK031,인천,13,21,186,2013년
6,KK031,대구,"1,296","1,380","12,320",2013년
7,KK031,광주,5,6,52,2013년
8,KK031,대전,1,1,9,2013년
9,KK031,울산,4,4,33,2013년
10,KK031,경기,"3,024","3,475","29,953",2013년
11,KK031,강원,188,197,"1,765",2013년
12,KK031,충북,229,238,"2,049",2013년
13,KK031,충남,2,3,26,2013년
14,KK031,전북,1,1,11,2013년
15,KK031,전남,4,4,34,2013년
16,KK031,경북,8,10,81,2013년
17,KK031,경남,19,24,206,2013년
18,KK031,제주,184,231,"1,992",2013년
19,KK031,세종,-,-,-,2013년
2,KK031,계,"7,850","9,372","84,148",2014년
3,KK031,서울,"1,685","2,587","23,638",2014년
4,KK031,부산,19,25,220,2014년
5,KK031,인천,14,16,137,2014년
6,KK031,대구,"2,990","3,327","30,107",2014년
7,KK031,광주,9,12,110,2014년
8,KK031,대전,-,-,-,2014년
9,KK031,울산,1,3,25,2014년
10,KK031,경기,"2,516","2,709","23,819",2014년
11,KK031,강원,11,11,98,2014년
12,KK031,충북,245,262,"2,297",2014년
13,KK031,충남,-,-,-,2014년
14,KK031,전북,10,12,107,2014년
15,KK031,전남,4,4,35,2014년
16,KK031,경북,-,-,-,2014년
17,KK031,경남,27,30,264,2014년
18,KK031,제주,319,375,"3,291",2014년
19,KK031,세종,-,-,-,2014년
2,KK031,계,"8,898","12,920","118,536",2015년
3,KK031,서울,"1,995","3,319","30,508",2015년
4,KK031,부산,58,83,744,2015년
5,KK031,인천,39,48,431,2015년
6,KK031,대구,"2,720","2,906","26,958",2015년
7,KK031,광주,5,7,62,2015년
8,KK031,대전,6,6,53,2015년
9,KK031,울산,1,1,9,2015년
10,KK031,경기,"2,192","2,361","21,141",2015년
11,KK031,강원,37,51,456,2015년
12,KK031,충북,228,242,"2,157",2015년
13,KK031,충남,1,1,9,2015년
14,KK031,전북,-,-,-,2015년
15,KK031,전남,3,5,45,2015년
16,KK031,경북,1,1,9,2015년
17,KK031,경남,"1,346","3,544","32,874",2015년
18,KK031,제주,268,345,"3,081",2015년
19,KK031,세종,-,-,-,2015년
2,KK031,계,"11,250","17,208","160,149",2016년
3,KK031,서울,"2,822","4,946","46,296",2016년
4,KK031,부산,59,63,571,2016년
5,KK031,인천,6,8,72,2016년
6,KK031,대구,"3,002","3,180","29,925",2016년
7,KK031,광주,1,3,27,2016년
8,KK031,대전,7,7,65,2016년
9,KK031,울산,33,33,300,2016년
10,KK031,경기,"2,462","2,683","24,320",2016년
11,KK031,강원,411,460,"4,167",2016년
12,KK031,충북,177,182,"1,646",2016년
13,KK031,충남,-,-,-,2016년
14,KK031,전북,-,-,-,2016년
15,KK031,전남,1,1,9,2016년
16,KK031,경북,3,3,27,2016년
17,KK031,경남,"2,071","5,409","50,641",2016년
18,KK031,제주,201,230,"2,082",2016년
19,KK031,세종,-,-,-,2016년
2,KK031,계,"11,928","18,010","181,955",2017년
3,KK031,서울,"2,696","5,026","51,245",2017년
4,KK031,부산,48,51,480,2017년
5,KK031,인천,683,728,"7,493",2017년
6,KK031,대구,"2,591","2,733","27,691",2017년
7,KK031,광주,9,9,86,2017년
8,KK031,대전,8,11,109,2017년
9,KK031,울산,619,692,"6,964",2017년
10,KK031,경기,"2,286","2,456","24,312",2017년
11,KK031,강원,510,545,"5,287",2017년
12,KK031,충북,190,214,"2,220",2017년
13,KK031,충남,1,2,22,2017년
14,KK031,전북,2,3,33,2017년
15,KK031,전남,1,2,23,2017년
16,KK031,경북,3,6,62,2017년
17,KK031,경남,"2,056","5,294","53,696",2017년
18,KK031,제주,233,237,"2,232",2017년
19,KK031,세종,-,-,-,2017년
2,KK031,계,"14,801","22,438","292,267",2018년
3,KK031,서울,"3,627","6,561","86,800",2018년
4,KK031,부산,153,159,"1,982",2018년
5,KK031,인천,"1,137","1,223","15,577",2018년
6,KK031,대구,"2,901","3,086","40,367",2018년
7,KK031,광주,32,35,455,2018년
8,KK031,대전,10,17,210,2018년
9,KK031,울산,700,"1,095","13,972",2018년
10,KK031,경기,"2,454","2,690","34,327",2018년
11,KK031,강원,546,593,"7,421",2018년
12,KK031,충북,"1,016","1,147","14,683",2018년
13,KK031,충남,-,-,-,2018년
14,KK031,전북,1,1,13,2018년
15,KK031,전남,6,8,105,2018년
16,KK031,경북,3,3,37,2018년
17,KK031,경남,"2,213","5,811","76,216",2018년
18,KK031,제주,9,9,103,2018년
19,KK031,세종,-,-,-,2018년
2,KK031,계,"15,016","22,536","345,713",2019년
3,KK031,서울,"3,610","6,711","103,974",2019년
4,KK031,부산,79,98,"1,386",2019년
5,KK031,인천,"1,318","1,416","21,257",2019년
6,KK031,대구,"3,171","3,385","52,129",2019년
7,KK031,광주,9,9,137,2019년
8,KK031,대전,3,3,47,2019년
9,KK031,울산,659,890,"13,380",2019년
10,KK031,경기,"2,479","2,678","39,795",2019년
11,KK031,강원,364,415,"6,201",2019년
12,KK031,충북,"1,213","1,341","20,117",2019년
13,KK031,충남,1,1,15,2019년
14,KK031,전북,3,5,83,2019년
15,KK031,전남,12,20,310,2019년
16,KK031,경북,2,2,28,2019년
17,KK031,경남,"2,004","5,304","82,925",2019년
18,KK031,제주,98,258,"3,928",2019년
19,KK031,세종,-,-,-,2019년
2,KK031,계,"13,953","21,322","358,600",2020년
3,KK031,서울,"4,000","7,383","119,455",2020년
4,KK031,부산,79,111,"1,921",2020년
5,KK031,인천,"1,170","1,231","21,252",2020년
6,KK031,대구,"2,193","2,301","40,888",2020년
7,KK031,광주,5,5,87,2020년
8,KK031,대전,1,2,34,2020년
9,KK031,울산,"1,141","1,474","25,443",2020년
10,KK031,경기,"2,034","2,204","37,624",2020년
11,KK031,강원,330,666,"6,513",2020년
12,KK031,충북,"1,339","1,410","24,335",2020년
13,KK031,충남,12,45,714,2020년
14,KK031,전북,6,7,124,2020년
15,KK031,전남,2,2,35,2020년
16,KK031,경북,-,-,-,2020년
17,KK031,경남,"1,515","4,137","74,245",2020년
18,KK031,제주,129,344,"5,931",2020년
19,KK031,세종,-,-,-,2020년
2,KK031,계,"11,904","17,912","313,330",2021년
3,KK031,서울,"5,380","9,087","158,461",2021년
4,KK031,부산,28,43,744,2021년
5,KK031,인천,761,792,"13,972",2021년
6,KK031,대구,"1,231","1,273","23,310",2021년
7,KK031,광주,1,1,18,2021년
8,KK031,대전,1,2,34,2021년
9,KK031,울산,626,907,"16,037",2021년
10,KK031,경기,"1,840","2,071","36,470",2021년
11,KK031,강원,193,393,"3,747",2021년
12,KK031,충북,910,942,"16,650",2021년
13,KK031,충남,54,75,"1,328",2021년
14,KK031,전북,5,5,90,2021년
15,KK031,전남,4,4,71,2021년
16,KK031,경북,-,-,-,2021년
17,KK031,경남,785,"2,121","38,915",2021년
18,KK031,제주,90,192,"3,396",2021년
19,KK031,세종,4,5,89,2021년
2,KK032,계,"1,713","2,118","23,557",2010년
3,KK032,서울,371,457,"5,327",2010년
4,KK032,부산,7,12,127,2010년
5,KK032,인천,2,5,57,2010년
6,KK032,대구,-,-,-,2010년
7,KK032,광주,34,35,411,2010년
8,KK032,대전,2,3,32,2010년
9,KK032,울산,4,4,44,2010년
10,KK032,경기,958,"1,181","13,166",2010년
11,KK032,강원,20,28,321,2010년
12,KK032,충북,-,-,-,2010년
13,KK032,충남,-,-,-,2010년
14,KK032,전북,-,-,-,2010년
15,KK032,전남,10,13,143,2010년
16,KK032,경북,304,379,"3,915",2010년
17,KK032,경남,1,1,14,2010년
18,KK032,제주,-,-,-,2010년
2,KK032,계,"1,692","2,186","22,172",2011년
3,KK032,서울,485,614,"6,418",2011년
4,KK032,부산,100,191,"1,826",2011년
5,KK032,인천,12,21,217,2011년
6,KK032,대구,3,4,40,2011년
7,KK032,광주,-,-,-,2011년
8,KK032,대전,-,-,-,2011년
9,KK032,울산,8,9,90,2011년
10,KK032,경기,687,808,"8,124",2011년
11,KK032,강원,118,141,"1,458",2011년
12,KK032,충북,1,1,10,2011년
13,KK032,충남,-,-,-,2011년
14,KK032,전북,5,5,51,2011년
15,KK032,전남,18,25,249,2011년
16,KK032,경북,249,358,"3,598",2011년
17,KK032,경남,6,9,91,2011년
18,KK032,제주,-,-,-,2011년
2,KK032,계,"1,592","2,009","18,490",2012년
3,KK032,서울,658,816,"7,665",2012년
4,KK032,부산,9,17,159,2012년
5,KK032,인천,14,34,309,2012년
6,KK032,대구,2,2,18,2012년
7,KK032,광주,-,-,-,2012년
8,KK032,대전,2,2,23,2012년
9,KK032,울산,6,6,53,2012년
10,KK032,경기,727,920,"8,268",2012년
11,KK032,강원,130,165,"1,574",2012년
12,KK032,충북,-,-,-,2012년
13,KK032,충남,9,9,83,2012년
14,KK032,전북,2,2,18,2012년
15,KK032,전남,1,2,19,2012년
16,KK032,경북,23,23,203,2012년
17,KK032,경남,8,10,90,2012년
18,KK032,제주,1,1,9,2012년
2,KK032,계,"1,921","2,374","21,984",2013년
3,KK032,서울,624,732,"6,925",2013년
4,KK032,부산,12,15,138,2013년
5,KK032,인천,15,17,161,2013년
6,KK032,대구,3,4,38,2013년
7,KK032,광주,-,-,-,2013년
8,KK032,대전,-,-,-,2013년
9,KK032,울산,11,11,100,2013년
10,KK032,경기,947,"1,221","11,101",2013년
11,KK032,강원,283,346,"3,271",2013년
12,KK032,충북,1,1,9,2013년
13,KK032,충남,3,3,28,2013년
14,KK032,전북,-,-,-,2013년
15,KK032,전남,1,1,9,2013년
16,KK032,경북,14,15,131,2013년
17,KK032,경남,5,6,54,2013년
18,KK032,제주,2,2,18,2013년
2,KK032,계,"1,920","2,542","24,062",2014년
3,KK032,서울,538,633,"6,139",2014년
4,KK032,부산,23,24,222,2014년
5,KK032,인천,60,95,917,2014년
6,KK032,대구,4,5,47,2014년
7,KK032,광주,-,-,-,2014년
8,KK032,대전,1,1,10,2014년
9,KK032,울산,12,13,121,2014년
10,KK032,경기,920,"1,214","11,252",2014년
11,KK032,강원,332,526,"5,067",2014년
12,KK032,충북,1,2,18,2014년
13,KK032,충남,6,6,57,2014년
14,KK032,전북,8,8,74,2014년
15,KK032,전남,-,-,-,2014년
16,KK032,경북,3,3,27,2014년
17,KK032,경남,8,8,74,2014년
18,KK032,제주,4,4,39,2014년
2,KK032,계,"2,182","2,785","26,637",2015년
3,KK032,서울,183,239,"2,330",2015년
4,KK032,부산,15,16,152,2015년
5,KK032,인천,59,88,861,2015년
6,KK032,대구,2,2,19,2015년
7,KK032,광주,1,1,10,2015년
8,KK032,대전,14,14,132,2015년
9,KK032,울산,6,6,56,2015년
10,KK032,경기,"1,394","1,713","16,167",2015년
11,KK032,강원,300,488,"4,785",2015년
12,KK032,충북,-,-,-,2015년
13,KK032,충남,165,167,"1,638",2015년
14,KK032,전북,32,32,302,2015년
15,KK032,전남,3,7,69,2015년
16,KK032,경북,6,6,57,2015년
17,KK032,경남,2,6,59,2015년
18,KK032,제주,-,-,-,2015년
2,KK032,계,"3,243","4,240","41,067",2016년
3,KK032,서울,335,395,"3,828",2016년
4,KK032,부산,11,11,106,2016년
5,KK032,인천,15,24,237,2016년
6,KK032,대구,9,10,98,2016년
7,KK032,광주,3,3,30,2016년
8,KK032,대전,100,102,977,2016년
9,KK032,울산,15,15,143,2016년
10,KK032,경기,"1,670","2,181","20,876",2016년
11,KK032,강원,329,690,"6,861",2016년
12,KK032,충북,28,29,278,2016년
13,KK032,충남,424,439,"4,369",2016년
14,KK032,전북,48,54,517,2016년
15,KK032,전남,2,2,20,2016년
16,KK032,경북,246,272,"2,601",2016년
17,KK032,경남,7,12,114,2016년
18,KK032,제주,1,1,12,2016년
2,KK032,계,"2,999","4,000","41,648",2017년
3,KK032,서울,329,488,"5,172",2017년
4,KK032,부산,1,1,10,2017년
5,KK032,인천,8,78,801,2017년
6,KK032,대구,6,6,62,2017년
7,KK032,광주,2,2,20,2017년
8,KK032,대전,154,168,"1,737",2017년
9,KK032,울산,50,61,615,2017년
10,KK032,경기,749,947,"9,503",2017년
11,KK032,강원,413,751,"7,883",2017년
12,KK032,충북,42,44,440,2017년
13,KK032,충남,631,662,"6,923",2017년
14,KK032,전북,394,540,"5,925",2017년
15,KK032,전남,-,-,-,2017년
16,KK032,경북,215,244,"2,475",2017년
17,KK032,경남,4,7,70,2017년
18,KK032,제주,1,1,11,2017년
2,KK032,계,"4,782","6,406","80,031",2018년
3,KK032,서울,166,218,"2,744",2018년
4,KK032,부산,32,37,458,2018년
5,KK032,인천,5,6,75,2018년
6,KK032,대구,12,16,205,2018년
7,KK032,광주,1,1,13,2018년
8,KK032,대전,124,126,"1,561",2018년
9,KK032,울산,22,23,277,2018년
10,KK032,경기,644,805,"9,939",2018년
11,KK032,강원,421,861,"10,978",2018년
12,KK032,충북,17,17,210,2018년
13,KK032,충남,673,720,"9,201",2018년
14,KK032,전북,"2,434","3,312","41,133",2018년
15,KK032,전남,3,3,39,2018년
16,KK032,경북,223,254,"3,111",2018년
17,KK032,경남,1,3,39,2018년
18,KK032,제주,4,4,49,2018년
2,KK032,계,"6,850","9,235","132,492",2019년
3,KK032,서울,89,125,"1,778",2019년
4,KK032,부산,6,7,99,2019년
5,KK032,인천,"1,161","1,592","23,666",2019년
6,KK032,대구,17,17,250,2019년
7,KK032,광주,17,18,280,2019년
8,KK032,대전,63,67,953,2019년
9,KK032,울산,8,8,115,2019년
10,KK032,경기,"1,712","2,104","29,639",2019년
11,KK032,강원,457,859,"12,635",2019년
12,KK032,충북,3,3,40,2019년
13,KK032,충남,427,485,"7,045",2019년
14,KK032,전북,"2,580","3,580","50,831",2019년
15,KK032,전남,1,1,15,2019년
16,KK032,경북,305,363,"5,060",2019년
17,KK032,경남,2,4,57,2019년
18,KK032,제주,2,2,29,2019년
2,KK032,계,"7,220","10,072","161,650",2020년
3,KK032,서울,101,169,"2,578",2020년
4,KK032,부산,15,15,240,2020년
5,KK032,인천,"1,257","1,848","30,509",2020년
6,KK032,대구,58,58,956,2020년
7,KK032,광주,13,18,285,2020년
8,KK032,대전,35,37,588,2020년
9,KK032,울산,5,5,80,2020년
10,KK032,경기,"1,842","2,484","39,198",2020년
11,KK032,강원,630,993,"16,408",2020년
12,KK032,충북,2,2,33,2020년
13,KK032,충남,419,476,"7,753",2020년
14,KK032,전북,"2,571","3,662","58,236",2020년
15,KK032,전남,-,-,-,2020년
16,KK032,경북,257,289,"4,546",2020년
17,KK032,경남,13,14,208,2020년
18,KK032,제주,2,2,32,2020년
2,KK032,계,"5,142","7,080","110,175",2021년
3,KK032,서울,64,79,"1,171",2021년
4,KK032,부산,9,12,195,2021년
5,KK032,인천,"1,166","1,931","26,392",2021년
6,KK032,대구,217,239,"4,038",2021년
7,KK032,광주,1,1,15,2021년
8,KK032,대전,18,30,309,2021년
9,KK032,울산,11,11,179,2021년
10,KK032,경기,"1,434","1,921","31,094",2021년
11,KK032,강원,425,463,"7,804",2021년
12,KK032,충북,-,-,-,2021년
13,KK032,충남,271,304,"5,106",2021년
14,KK032,전북,"1,448","2,004","32,504",2021년
15,KK032,전남,5,6,99,2021년
16,KK032,경북,71,77,"1,237",2021년
17,KK032,경남,1,1,16,2021년
18,KK032,제주,1,1,16,2021년
2,KK033,계,"6,583","8,723","17,459",2010년
3,KK033,서울,"5,309","6,959","14,111",2010년
4,KK033,부산,161,317,605,2010년
5,KK033,인천,9,27,52,2010년
6,KK033,대구,3,3,6,2010년
7,KK033,광주,171,201,380,2010년
8,KK033,대전,39,42,79,2010년
9,KK033,울산,1,1,2,2010년
10,KK033,경기,709,934,"1,779",2010년
11,KK033,강원,12,15,32,2010년
12,KK033,충북,9,15,29,2010년
13,KK033,충남,-,-,-,2010년
14,KK033,전북,-,-,-,2010년
15,KK033,전남,41,54,102,2010년
16,KK033,경북,111,141,255,2010년
17,KK033,경남,4,4,8,2010년
18,KK033,제주,5,10,19,2010년
19,KK033,세종,-,-,-,2010년
2,KK033,계,"3,176","5,426","8,599",2011년
3,KK033,서울,511,624,"1,100",2011년
4,KK033,부산,183,358,620,2011년
5,KK033,인천,1,1,2,2011년
6,KK033,대구,79,95,168,2011년
7,KK033,광주,19,26,52,2011년
8,KK033,대전,424,453,783,2011년
9,KK033,울산,-,-,-,2011년
10,KK033,경기,"1,575","3,182","4,684",2011년
11,KK033,강원,73,115,217,2011년
12,KK033,충북,54,70,124,2011년
13,KK033,충남,-,-,-,2011년
14,KK033,전북,4,5,9,2011년
15,KK033,전남,65,91,154,2011년
16,KK033,경북,165,379,640,2011년
17,KK033,경남,14,14,24,2011년
18,KK033,제주,9,13,22,2011년
19,KK033,세종,-,-,-,2011년
2,KK033,계,"5,024","6,922","10,787",2012년
3,KK033,서울,643,745,"1,197",2012년
4,KK033,부산,"1,931","3,064","4,698",2012년
5,KK033,인천,10,13,20,2012년
6,KK033,대구,94,108,177,2012년
7,KK033,광주,5,6,11,2012년
8,KK033,대전,357,376,588,2012년
9,KK033,울산,-,-,-,2012년
10,KK033,경기,624,"1,073","1,653",2012년
11,KK033,강원,446,483,783,2012년
12,KK033,충북,32,34,53,2012년
13,KK033,충남,559,630,"1,007",2012년
14,KK033,전북,9,9,14,2012년
15,KK033,전남,68,82,127,2012년
16,KK033,경북,217,254,389,2012년
17,KK033,경남,17,24,38,2012년
18,KK033,제주,12,21,33,2012년
19,KK033,세종,-,-,-,2012년
2,KK033,계,"9,461","14,252","22,584",2013년
3,KK033,서울,834,949,"1,548",2013년
4,KK033,부산,"4,432","7,087","11,101",2013년
5,KK033,인천,111,126,206,2013년
6,KK033,대구,21,21,34,2013년
7,KK033,광주,18,98,191,2013년
8,KK033,대전,373,397,625,2013년
9,KK033,울산,1,1,2,2013년
10,KK033,경기,"1,162","1,678","2,623",2013년
11,KK033,강원,59,79,132,2013년
12,KK033,충북,20,20,31,2013년
13,KK033,충남,"1,654","2,073","3,381",2013년
14,KK033,전북,11,11,18,2013년
15,KK033,전남,84,93,146,2013년
16,KK033,경북,657,"1,573","2,475",2013년
17,KK033,경남,14,17,26,2013년
18,KK033,제주,10,29,46,2013년
19,KK033,세종,-,-,-,2013년
2,KK033,계,"8,988","13,257","21,482",2014년
3,KK033,서울,693,"1,022","1,670",2014년
4,KK033,부산,"3,275","5,351","8,561",2014년
5,KK033,인천,25,29,47,2014년
6,KK033,대구,54,56,92,2014년
7,KK033,광주,22,60,112,2014년
8,KK033,대전,348,366,589,2014년
9,KK033,울산,-,-,-,2014년
10,KK033,경기,"1,344","1,966","3,179",2014년
11,KK033,강원,300,311,503,2014년
12,KK033,충북,188,196,316,2014년
13,KK033,충남,"1,933","2,156","3,605",2014년
14,KK033,전북,9,9,15,2014년
15,KK033,전남,96,107,172,2014년
16,KK033,경북,676,"1,593","2,565",2014년
17,KK033,경남,19,20,32,2014년
18,KK033,제주,7,15,24,2014년
19,KK033,세종,-,-,-,2014년
2,KK033,계,"12,846","16,900","27,967",2015년
3,KK033,서울,"2,000","2,757","4,547",2015년
4,KK033,부산,"2,886","4,055","6,706",2015년
5,KK033,인천,302,423,692,2015년
6,KK033,대구,"1,656","2,010","3,350",2015년
7,KK033,광주,30,55,101,2015년
8,KK033,대전,316,326,533,2015년
9,KK033,울산,-,-,-,2015년
10,KK033,경기,"1,699","2,682","4,409",2015년
11,KK033,강원,722,756,"1,244",2015년
12,KK033,충북,946,"1,003","1,641",2015년
13,KK033,충남,"1,574","1,703","2,894",2015년
14,KK033,전북,6,6,10,2015년
15,KK033,전남,38,55,90,2015년
16,KK033,경북,659,"1,042","1,704",2015년
17,KK033,경남,11,25,41,2015년
18,KK033,제주,2,2,3,2015년
19,KK033,세종,-,-,-,2015년
2,KK033,계,"15,512","20,140","33,768",2016년
3,KK033,서울,"1,788","2,652","4,384",2016년
4,KK033,부산,"3,310","4,809","8,060",2016년
5,KK033,인천,263,321,534,2016년
6,KK033,대구,"2,546","3,082","5,242",2016년
7,KK033,광주,337,401,693,2016년
8,KK033,대전,158,170,283,2016년
9,KK033,울산,2,2,3,2016년
10,KK033,경기,"1,951","3,002","5,012",2016년
11,KK033,강원,"1,671","1,767","2,934",2016년
12,KK033,충북,"1,540","1,662","2,759",2016년
13,KK033,충남,"1,282","1,413","2,438",2016년
14,KK033,전북,8,9,16,2016년
15,KK033,전남,33,63,104,2016년
16,KK033,경북,600,756,"1,256",2016년
17,KK033,경남,25,25,41,2016년
18,KK033,제주,4,5,8,2016년
19,KK033,세종,-,-,-,2016년
2,KK033,계,"18,471","24,656","60,859",2017년
3,KK033,서울,"2,527","3,720","9,615",2017년
4,KK033,부산,"3,265","4,961","12,037",2017년
5,KK033,인천,312,445,"1,082",2017년
6,KK033,대구,"2,491","3,093","7,539",2017년
7,KK033,광주,693,859,"2,208",2017년
8,KK033,대전,19,23,63,2017년
9,KK033,울산,2,2,5,2017년
10,KK033,경기,"2,981","4,598","11,783",2017년
11,KK033,강원,"1,689","1,824","4,247",2017년
12,KK033,충북,"1,739","1,844","4,552",2017년
13,KK033,충남,"1,864","2,143","4,980",2017년
14,KK033,전북,9,10,32,2017년
15,KK033,전남,35,65,147,2017년
16,KK033,경북,693,878,"2,114",2017년
17,KK033,경남,162,191,454,2017년
18,KK033,제주,-,-,-,2017년
19,KK033,세종,-,-,-,2017년
2,KK033,계,"21,964","31,256","166,726",2018년
3,KK033,서울,"4,339","6,771","33,672",2018년
4,KK033,부산,"3,602","5,386","29,599",2018년
5,KK033,인천,219,300,"1,653",2018년
6,KK033,대구,"1,846","2,234","12,302",2018년
7,KK033,광주,866,"1,055","5,848",2018년
8,KK033,대전,173,210,"1,230",2018년
9,KK033,울산,1,1,4,2018년
10,KK033,경기,"4,270","6,994","37,392",2018년
11,KK033,강원,"2,146","2,497","12,508",2018년
12,KK033,충북,"1,272","1,350","7,445",2018년
13,KK033,충남,"2,052","2,826","15,973",2018년
14,KK033,전북,48,56,333,2018년
15,KK033,전남,28,45,246,2018년
16,KK033,경북,897,"1,233","6,861",2018년
17,KK033,경남,214,298,"1,660",2018년
18,KK033,제주,-,-,-,2018년
19,KK033,세종,-,-,-,2018년
2,KK033,계,"21,142","34,667","244,044",2019년
3,KK033,서울,"4,572","9,056","52,148",2019년
4,KK033,부산,"3,369","4,598","36,485",2019년
5,KK033,인천,345,489,"3,995",2019년
6,KK033,대구,"1,589","1,899","15,359",2019년
7,KK033,광주,185,198,"1,543",2019년
8,KK033,대전,625,762,"6,385",2019년
9,KK033,울산,606,691,"5,510",2019년
10,KK033,경기,"3,734","6,978","48,053",2019년
11,KK033,강원,"1,898","2,712","16,167",2019년
12,KK033,충북,594,633,"4,971",2019년
13,KK033,충남,"1,878","3,782","30,916",2019년
14,KK033,전북,147,204,"1,679",2019년
15,KK033,전남,38,38,310,2019년
16,KK033,경북,"1,066","1,749","13,612",2019년
17,KK033,경남,502,878,"6,909",2019년
18,KK033,제주,-,-,-,2019년
19,KK033,세종,-,-,-,2019년
2,KK033,계,"20,846","36,644","329,204",2020년
3,KK033,서울,"4,218","8,784","64,911",2020년
4,KK033,부산,"3,007","4,484","46,425",2020년
5,KK033,인천,833,"1,477","15,632",2020년
6,KK033,대구,"2,491","2,872","30,386",2020년
7,KK033,광주,138,140,"1,513",2020년
8,KK033,대전,718,"1,577","17,179",2020년
9,KK033,울산,30,31,253,2020년
10,KK033,경기,"3,890","7,525","65,784",2020년
11,KK033,강원,"1,772","3,323","19,803",2020년
12,KK033,충북,558,954,"9,949",2020년
13,KK033,충남,"1,534","3,122","33,393",2020년
14,KK033,전북,360,444,"4,791",2020년
15,KK033,전남,18,30,320,2020년
16,KK033,경북,997,"1,457","14,534",2020년
17,KK033,경남,206,226,"2,245",2020년
18,KK033,제주,-,-,-,2020년
19,KK033,세종,88,197,"2,086",2020년
2,KK033,계,"14,353","24,678","233,209",2021년
3,KK033,서울,"2,305","4,935","35,146",2021년
4,KK033,부산,"1,892","2,747","29,741",2021년
5,KK033,인천,771,"1,281","14,068",2021년
6,KK033,대구,"1,777","1,954","21,597",2021년
7,KK033,광주,147,158,"1,775",2021년
8,KK033,대전,775,"1,645","18,319",2021년
9,KK033,울산,33,66,724,2021년
10,KK033,경기,"3,354","5,705","55,215",2021년
11,KK033,강원,"1,160","2,207","13,082",2021년
12,KK033,충북,295,535,"5,736",2021년
13,KK033,충남,"1,003","2,049","22,798",2021년
14,KK033,전북,186,210,"2,336",2021년
15,KK033,전남,25,47,504,2021년
16,KK033,경북,334,454,"4,829",2021년
17,KK033,경남,55,63,669,2021년
18,KK033,제주,-,-,-,2021년
19,KK033,세종,249,622,"6,672",2021년
2,M0651,계,12,12,"33,185",2018년
3,M0651,서울,11,11,"30,518",2018년
4,M0651,부산,-,-,-,2018년
5,M0651,인천,-,-,-,2018년
6,M0651,대구,-,-,-,2018년
7,M0651,광주,-,-,-,2018년
8,M0651,대전,-,-,-,2018년
9,M0651,울산,-,-,-,2018년
10,M0651,경기,-,-,-,2018년
11,M0651,전북,-,-,-,2018년
12,M0651,전남,-,-,-,2018년
13,M0651,경북,1,1,"2,668",2018년
14,M0651,경남,-,-,-,2018년
15,M0651,세종,-,-,-,2018년
2,M0651,계,724,724,"2,119,675",2019년
3,M0651,서울,334,334,"980,800",2019년
4,M0651,부산,11,11,"32,348",2019년
5,M0651,인천,5,5,"14,703",2019년
6,M0651,대구,-,-,-,2019년
7,M0651,광주,-,-,-,2019년
8,M0651,대전,-,-,-,2019년
9,M0651,울산,-,-,-,2019년
10,M0651,경기,333,333,"975,744",2019년
11,M0651,전북,-,-,-,2019년
12,M0651,전남,7,7,"18,848",2019년
13,M0651,경북,34,34,"97,232",2019년
14,M0651,경남,-,-,-,2019년
15,M0651,세종,-,-,-,2019년
2,M0651,계,"1,329","1,330","4,093,617",2020년
3,M0651,서울,718,719,"2,217,112",2020년
4,M0651,부산,54,54,"161,128",2020년
5,M0651,인천,10,10,"30,808",2020년
6,M0651,대구,-,-,-,2020년
7,M0651,광주,-,-,-,2020년
8,M0651,대전,-,-,-,2020년
9,M0651,울산,-,-,-,2020년
10,M0651,경기,509,510,"1,570,552",2020년
11,M0651,전북,21,21,"64,556",2020년
12,M0651,전남,6,6,"16,862",2020년
13,M0651,경북,11,11,"32,600",2020년
14,M0651,경남,-,-,-,2020년
15,M0651,세종,-,-,-,2020년
2,M0651,계,"1,353","1,354","4,224,163",2021년
3,M0651,서울,806,806,"2,518,954",2021년
4,M0651,부산,87,87,"274,672",2021년
5,M0651,인천,11,11,"34,507",2021년
6,M0651,대구,5,5,"15,101",2021년
7,M0651,광주,1,1,"3,141",2021년
8,M0651,대전,3,3,"9,423",2021년
9,M0651,울산,9,9,"27,182",2021년
10,M0651,경기,384,385,"1,198,562",2021년
11,M0651,전북,14,14,"43,840",2021년
12,M0651,전남,10,10,"28,953",2021년
13,M0651,경북,6,6,"18,121",2021년
14,M0651,경남,3,3,"9,423",2021년
15,M0651,세종,14,14,"42,283",2021년
2,M0651,계,12,12,"33,185",2018년
3,M0651,서울,11,11,"30,518",2018년
4,M0651,부산,-,-,-,2018년
5,M0651,인천,-,-,-,2018년
